UBICACION,num_comisarias,personal,area_com,old_com,com_internet,nreu_codisec,juntas,per_juntas,redes,per_redes,n_patru,n_pat_int,serenazgos,n_vehi,conf_pnp,conf_muni,conf_pj,conf_mpfn,ANIO,denuncias
AREQUIPA+CASTILLA+PAMPACOLCA,1,9,158,39,1,10,2,20,1,10,360,0,0,0,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CASTILLA+URACA,1,16,591,26,1,4,7,10,0,0,270,0,3,3,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CASTILLA+VIRACO,1,15,143,44,1,9,10,100,0,0,140,0,0,0,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CAYLLOMA+CABANACONDE,1,13,216,31,1,11,2,20,0,0,90,0,2,0,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CAYLLOMA+CAYLLOMA,1,21,168,21,1,11,10,150,0,0,180,20,5,1,2,2.06,1.47,1.41,2019,1
AREQUIPA+CAYLLOMA+CHIVAY,1,28,326,24,1,3,0,0,0,0,264,87,17,5,1.98,1.88,1.56,1.55,2019,1
AREQUIPA+CAYLLOMA+HUAMBO,1,8,236,25,1,10,0,0,0,0,180,0,0,0,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CAYLLOMA+HUANCA,1,15,1334,15,1,5,4,40,0,0,75,0,2,2,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CAYLLOMA+MADRIGAL,1,12,173,16,0,5,0,0,2,50,165,0,0,0,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CAYLLOMA+MAJES,1,76,1896,7,1,12,27,273,2,45,1260,0,59,18,1.89,1.99,1.54,1.62,2019,6
AREQUIPA+CAYLLOMA+SAN ANTONIO DE CHUCA,1,17,200,29,1,5,5,20,0,0,60,26,7,6,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CAYLLOMA+SIBAYO,1,10,186,53,1,0,1,8,0,0,39,12,0,0,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CONDESUYOS+ANDARAY,1,11,320,9,0,15,1,10,0,0,180,0,0,0,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CONDESUYOS+CAYARANI,1,13,80,19,0,11,0,0,0,0,3,0,2,2,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CONDESUYOS+CHUQUIBAMBA,1,16,164,33,1,8,1,10,0,0,126,93,3,1,1.98,1.88,1.56,1.55,2019,1
AREQUIPA+CONDESUYOS+RIO GRANDE,1,37,53,10,0,2,0,0,0,0,12,0,0,0,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CONDESUYOS+SALAMANCA,1,15,146,26,0,4,0,0,0,0,8,0,0,0,1.98,1.88,1.56,1.55,2019,
AREQUIPA+CONDESUYOS+YANAQUIHUA,1,12,169,8,0,8,6,68,0,0,105,0,0,0,1.98,1.88,1.56,1.55,2019,
AREQUIPA+ISLAY+COCACHACRA,1,22,1043,24,1,8,6,60,2,22,46,30,16,9,2.05,2.17,1.1,1.15,2019,
AREQUIPA+ISLAY+DEAN VALDIVIA,2,24,614,89,2,19,2,11,0,0,156,20,13,12,1.98,1.88,1.56,1.55,2019,
AREQUIPA+ISLAY+ISLAY,1,19,180,28,1,7,6,62,2,17,180,35,15,4,1.98,1.88,1.56,1.55,2019,1
AREQUIPA+ISLAY+MEJIA,1,15,542,3,1,10,4,40,2,10,90,4,11,4,1.98,1.88,1.56,1.55,2019,
AREQUIPA+ISLAY+MOLLENDO,1,67,250,20,1,11,12,168,1,30,450,155,37,16,2.15,2.08,1.3,1.3,2019,2
AREQUIPA+ISLAY+PUNTA DE BOMBON,1,17,202,26,1,7,0,0,0,0,150,30,30,10,1.98,1.88,1.56,1.55,2019,
AREQUIPA+LA UNION+ALCA,1,20,240,22,1,6,0,0,0,0,16,0,0,0,1.98,1.88,1.56,1.55,2019,
AREQUIPA+LA UNION+CHARCANA,1,7,218,35,0,2,2,20,0,0,105,0,0,0,1.98,1.88,1.56,1.55,2019,
AREQUIPA+LA UNION+COTAHUASI,1,14,733,22,1,10,17,260,3,20,240,0,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+CANGALLO+CANGALLO,1,14,1133,70,1,4,0,0,0,0,186,5,3,1,1.98,1.88,1.56,1.55,2019,1
AYACUCHO+CANGALLO+CHUSCHI,1,11,286,20,1,3,7,81,5,5,40,15,2,1,2.06,1.93,1.3,1.35,2019,
AYACUCHO+CANGALLO+LOS MOROCHUCOS,1,14,189,2,1,2,7,77,0,0,200,0,1,1,1.98,1.88,1.56,1.55,2019,
AYACUCHO+CANGALLO+PARAS,1,9,695,17,1,0,0,0,0,0,50,22,3,2,1.98,1.88,1.56,1.55,2019,
AYACUCHO+CANGALLO+TOTOS,1,9,115,14,0,5,1,12,0,0,150,0,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+HUAMANGA+ACOS VINCHOS,1,14,179,50,1,10,0,0,0,0,10,36,4,1,1.98,1.88,1.56,1.55,2019,
AYACUCHO+HUAMANGA+AYACUCHO,1,130,497,47,1,84,48,635,3,46,3420,100,125,26,1.75,1.7,1.39,1.41,2019,10
AYACUCHO+HUAMANGA+CARMEN ALTO,1,71,630,20,1,10,6,101,1,12,42,1,20,3,1.84,1.86,1.6,1.66,2019,1
AYACUCHO+HUAMANGA+JESUS NAZARENO,1,15,100,14,1,15,3,36,0,0,8,0,31,8,1.85,1.93,1.36,1.39,2019,
AYACUCHO+HUAMANGA+OCROS,1,13,305,14,1,6,11,160,1,8,190,0,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+HUAMANGA+QUINUA,1,14,106,25,1,4,13,150,1,5,8,24,7,5,1.98,1.88,1.56,1.55,2019,
AYACUCHO+HUAMANGA+VINCHOS,1,13,244,25,0,6,0,0,0,0,7,12,14,10,1.98,1.88,1.56,1.55,2019,
AYACUCHO+HUANCA SANCOS+SANCOS,1,12,159,47,1,8,9,110,1,10,270,30,2,4,1.75,1.61,1.2,1.24,2019,
AYACUCHO+HUANTA+HUAMANGUILLA,1,14,593,24,1,9,2,20,2,20,39,44,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+HUANTA+HUANTA,1,44,385,21,1,11,0,0,0,0,24,18,22,7,1.84,1.94,1.41,1.4,2019,2
AYACUCHO+HUANTA+LLOCHEGUA,1,16,200,5,1,10,0,0,0,0,14,0,12,4,1.29,1.55,1.48,1.48,2019,
AYACUCHO+HUANTA+SIVIA,1,18,380,25,1,6,0,100,0,0,2,3,4,0,1.55,1.65,1.2,1.15,2019,
AYACUCHO+LA MAR+AYNA,1,26,504,20,1,21,0,0,0,0,4,30,8,1,1.59,1.78,1,1,2019,1
AYACUCHO+LA MAR+CHUNGUI,1,25,120,6,1,4,2,14,1,5,10,0,1,1,1.98,1.88,1.56,1.55,2019,
AYACUCHO+LA MAR+SAMUGARI,1,17,372,20,1,3,0,0,0,0,60,0,2,1,1.44,1.7,1.42,1.35,2019,
AYACUCHO+LA MAR+SAN MIGUEL,1,25,765,80,1,10,21,210,1,20,2,4,4,3,2.22,1.61,1.87,1.83,2019,
AYACUCHO+LA MAR+SANTA ROSA,1,15,1080,20,1,10,0,0,0,0,8,4,8,3,1.45,1.55,1.35,1.39,2019,
AYACUCHO+LA MAR+TAMBO,1,16,466,21,1,9,5,75,1,30,5,8,10,3,1.49,1.46,1.1,1.06,2019,
AYACUCHO+LUCANAS+AUCARA,1,10,675,34,1,0,0,0,0,0,5,55,1,0,1.85,1.62,1.54,1.54,2019,
AYACUCHO+LUCANAS+CABANA,1,9,516,8,1,8,0,0,0,0,150,90,3,1,1.61,1.64,1,1,2019,
AYACUCHO+LUCANAS+CARMEN SALCEDO,1,9,453,30,1,2,0,0,0,0,140,15,2,1,1.18,1.09,0.64,0.64,2019,
AYACUCHO+LUCANAS+CHIPAO,1,8,280,34,1,3,2,20,1,5,120,0,3,1,1.98,1.88,1.56,1.55,2019,
AYACUCHO+LUCANAS+LARAMATE,1,21,700,70,1,4,3,30,1,10,75,0,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+LUCANAS+OTOCA,1,16,283,54,1,2,0,0,0,0,10,1,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+LUCANAS+PUQUIO,1,19,200,50,1,2,7,76,1,8,7,3,10,12,1.76,1.81,1.46,1.49,2019,3
AYACUCHO+LUCANAS+SANTA LUCIA,1,9,96,10,0,0,0,0,0,0,0,0,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+PARINACOCHAS+CORACORA,1,12,455,30,1,0,0,0,0,0,8,8,6,4,1.71,1.65,1.12,1.12,2019,
AYACUCHO+PARINACOCHAS+PACAPAUSA,1,5,406,6,1,6,1,17,1,4,2,0,4,1,1.98,1.88,1.56,1.55,2019,
AYACUCHO+PARINACOCHAS+PUYUSCA,1,7,290,8,1,5,0,0,0,0,4,4,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+PAUCAR DEL SARA SARA+COLTA,1,7,126,5,0,2,0,0,0,0,40,0,1,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+PAUCAR DEL SARA SARA+MARCABAMBA,1,7,150,7,1,11,0,0,0,0,4,0,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+PAUCAR DEL SARA SARA+OYOLO,1,7,200,13,1,4,0,0,0,0,4,0,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+PAUCAR DEL SARA SARA+PAUSA,1,14,164,60,1,3,0,0,0,0,540,0,2,3,1.36,1.45,1.27,1.27,2019,
AYACUCHO+SUCRE+QUEROBAMBA,1,9,300,14,1,0,4,48,1,6,70,25,6,1,1.98,1.88,1.56,1.55,2019,
AYACUCHO+SUCRE+SORAS,1,8,254,5,1,4,2,20,1,10,60,0,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+VICTOR FAJARDO+CANARIA,2,18,370,31,2,4,4,20,1,10,146,0,0,0,2.27,1.64,0.45,0.45,2019,
AYACUCHO+VICTOR FAJARDO+HUANCAPI,1,12,197,35,1,2,4,48,0,0,145,0,0,0,2.13,1.87,1.8,1.6,2019,
AYACUCHO+VICTOR FAJARDO+VILCANCHOS,1,9,324,7,0,0,2,23,0,0,9,0,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+VILCAS HUAMAN+CARHUANCA,1,7,148,11,0,3,0,0,0,0,30,0,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+VILCAS HUAMAN+CONCEPCION,1,10,502,50,0,7,8,80,0,0,990,0,0,0,1.98,1.88,1.56,1.55,2019,
AYACUCHO+VILCAS HUAMAN+VILCAS HUAMAN,1,10,115,32,1,3,6,60,2,20,9,0,9,6,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CAJABAMBA+CACHACHI,3,19,1261,51,1,9,0,0,0,0,76,90,7,1,1.98,1.88,1.56,1.55,2019,1
CAJAMARCA+CAJABAMBA+CAJABAMBA,1,41,1500,22,1,3,14,140,0,0,240,60,30,4,1.88,2.08,1.68,1.76,2019,9
CAJAMARCA+CAJABAMBA+CONDEBAMBA,1,7,480,17,1,4,4,60,1,1,62,30,6,1,1.98,1.88,1.56,1.55,2019,1
CAJAMARCA+CAJABAMBA+SITACOCHA,1,9,279,55,1,10,0,0,0,0,30,18,5,2,2.12,1.94,1.44,1.69,2019,
CAJAMARCA+CAJAMARCA+ASUNCION,1,14,400,70,0,5,0,0,0,0,30,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CAJAMARCA+CAJAMARCA,2,272,1054,102,2,23,45,518,4,43,2336,1092,202,56,2.07,2.14,1.77,1.82,2019,1
CAJAMARCA+CAJAMARCA+COSPAN,1,12,258,20,0,2,0,0,0,0,75,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CAJAMARCA+JESUS,1,14,440,20,1,6,0,0,0,0,12,0,0,0,2.35,2,2.12,2.12,2019,
CAJAMARCA+CAJAMARCA+MAGDALENA,1,10,180,51,1,3,0,0,0,0,60,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CAJAMARCA+MATARA,1,13,765,25,0,3,10,12,3,10,180,20,5,2,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CAJAMARCA+NAMORA,1,13,243,22,1,10,2,20,2,35,59,0,0,0,1.98,1.88,1.56,1.55,2019,1
CAJAMARCA+CAJAMARCA+SAN JUAN,1,11,97,60,1,4,3,10,0,0,125,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CELENDIN+CELENDIN,1,64,1400,47,0,10,7,105,3,21,180,90,18,3,2.38,2.25,1.96,2.07,2019,4
CAJAMARCA+CELENDIN+CHUMUCH,1,9,316,44,0,10,0,0,0,0,6,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CELENDIN+CORTEGANA,1,5,200,27,0,2,0,0,0,0,47,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CELENDIN+HUASMIN,1,8,280,50,1,2,1,35,0,0,65,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CELENDIN+MIGUEL IGLESIAS,1,8,224,34,0,2,0,0,0,0,60,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CELENDIN+OXAMARCA,1,7,282,45,1,1,3,30,0,0,2,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CELENDIN+SOROCHUCO,1,6,549,45,1,4,0,0,0,0,60,0,4,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CELENDIN+SUCRE,1,13,672,47,1,3,4,40,0,0,6,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+ANGUIA,1,8,160,68,0,5,2,20,0,0,95,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+CHALAMARCA,1,8,367,20,0,0,0,0,0,0,6,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+CHIGUIRIP,1,8,375,20,0,10,3,36,0,0,102,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+CHIMBAN,1,6,69,74,1,5,0,0,0,0,28,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+CHOTA,1,86,6302,47,1,17,8,48,0,0,180,90,24,4,2.22,2.23,1.92,1.97,2019,1
CAJAMARCA+CHOTA+COCHABAMBA,1,14,361,50,1,5,0,0,0,0,205,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+CONCHAN,1,8,150,20,0,6,2,20,0,0,144,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+HUAMBOS,1,9,133,20,1,3,1,10,0,0,118,0,20,2,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+LAJAS,1,12,1232,38,0,10,0,0,0,0,30,0,15,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+LLAMA,1,10,289,10,1,3,0,0,0,0,25,0,4,0,1.98,1.88,1.56,1.55,2019,1
CAJAMARCA+CHOTA+MIRACOSTA,1,6,337,39,1,0,0,0,0,0,30,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+PACCHA,1,7,177,50,0,3,0,0,0,0,130,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+QUEROCOTO,1,8,150,111,0,6,1,0,0,0,130,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+SAN JUAN DE LICUPIS,1,6,495,19,0,10,0,0,0,0,25,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CHOTA+TACABAMBA,1,9,318,51,1,9,0,0,0,0,6,0,6,1,2.21,2.12,2.21,2.21,2019,
CAJAMARCA+CHOTA+TOCMOCHE,1,7,200,70,0,4,0,0,0,0,70,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CONTUMAZA+CHILETE,1,8,331,47,1,1,0,0,0,0,4,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CONTUMAZA+CONTUMAZA,1,19,1024,24,1,16,2,27,0,0,126,12,4,1,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CONTUMAZA+CUPISNIQUE,1,5,147,51,0,4,0,0,0,0,2,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CONTUMAZA+GUZMANGO,1,9,510,77,0,7,3,30,0,0,50,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CONTUMAZA+SAN BENITO,2,19,558,32,0,10,2,22,0,0,17,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CONTUMAZA+SANTA CRUZ DE TOLED,1,8,263,21,0,4,0,0,0,0,27,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CONTUMAZA+TANTARICA,2,15,406,60,1,4,3,30,0,5,232,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CONTUMAZA+YONAN,1,14,383,48,1,10,0,0,0,0,6,20,3,1,2.3,2.37,2,1.87,2019,1
CAJAMARCA+CUTERVO+CALLAYUC,1,6,217,100,0,5,0,0,0,0,105,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CUTERVO+CHOROS,1,6,134,53,1,4,1,10,0,0,2,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CUTERVO+CUTERVO,3,57,1439,98,1,12,1,25,3,46,34,0,19,5,2.23,2.18,1.97,2,2019,1
CAJAMARCA+CUTERVO+LA RAMADA,1,7,323,49,0,0,0,0,0,0,65,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CUTERVO+PIMPINGOS,1,5,108,50,0,10,5,10,0,0,0,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CUTERVO+QUEROCOTILLO,1,8,295,60,0,7,0,0,0,0,5,5,12,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CUTERVO+SAN ANDRES DE CUTERVO,1,6,200,50,0,0,0,0,0,0,52,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CUTERVO+SAN JUAN DE CUTERVO,1,5,167,58,0,1,0,0,0,0,34,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CUTERVO+SANTA CRUZ,1,6,271,65,0,5,0,0,0,0,60,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CUTERVO+SANTO DOMINGO DE LA CAPILLA,1,6,178,52,0,5,0,0,0,0,15,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CUTERVO+SANTO TOMAS,1,6,132,41,0,5,0,0,0,0,11,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+CUTERVO+SOCOTA,1,7,285,38,1,4,10,36,0,0,15,0,0,0,2.39,1.24,1.76,1.63,2019,
CAJAMARCA+CUTERVO+TORIBIO CASANOVA,1,6,180,14,0,2,1,12,0,0,41,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+HUALGAYOC+BAMBAMARCA,2,41,1200,122,2,9,0,0,2,18,240,30,38,2,2.14,2.36,1.87,1.94,2019,1
CAJAMARCA+HUALGAYOC+CHUGUR,1,9,112,8,0,10,3,50,0,0,90,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+HUALGAYOC+HUALGAYOC,1,10,1000,9,1,10,1,10,0,0,60,12,10,1,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+JAEN+BELLAVISTA,2,21,338,105,2,14,11,140,0,0,35,0,6,3,1.91,1.8,1.75,1.7,2019,
CAJAMARCA+JAEN+CHONTALI,1,10,100,50,0,4,1,8,0,0,3,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+JAEN+COLASAY,1,6,358,56,0,6,1,15,0,0,3,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+JAEN+HUABAL,1,8,164,17,1,0,0,0,0,0,2,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+JAEN+JAEN,2,100,536,64,2,11,50,500,4,74,108,90,82,10,1.89,1.9,1.67,1.64,2019,13
CAJAMARCA+JAEN+LAS PIRIAS,1,6,123,50,1,11,0,0,0,0,12,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+JAEN+POMAHUACA,1,5,147,72,1,11,0,0,0,0,7,0,2,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+JAEN+PUCARA,2,24,972,110,1,10,7,70,2,20,297,30,5,1,2.86,2.55,2.05,2.05,2019,
CAJAMARCA+JAEN+SALLIQUE,1,5,107,57,0,3,0,0,0,0,6,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+JAEN+SAN FELIPE,1,5,127,51,0,3,0,0,0,0,58,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+JAEN+SANTA ROSA,1,7,110,38,1,0,0,0,0,0,115,0,0,0,1.87,1.96,2,1.91,2019,
CAJAMARCA+SAN IGNACIO+CHIRINOS,1,28,187,55,1,0,3,55,0,0,120,0,13,3,2.38,2.05,2.05,2.05,2019,
CAJAMARCA+SAN IGNACIO+HUARANGO,1,7,375,37,1,9,5,50,0,0,6,8,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN IGNACIO+NAMBALLE,1,6,155,58,0,10,2,40,0,0,90,0,24,1,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN IGNACIO+SAN IGNACIO,1,29,265,38,1,10,9,10,0,0,9,22,12,4,2.47,2.41,2,2.06,2019,3
CAJAMARCA+SAN IGNACIO+SAN JOSE DE LOURDES,1,7,324,56,1,10,2,10,0,0,180,1,6,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN IGNACIO+TABACONAS,1,6,128,3,1,4,1,12,0,0,32,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN MARCOS+EDUARDO VILLANUEVA,1,15,153,17,1,11,2,10,0,0,180,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN MARCOS+ICHOCAN,1,9,255,49,1,11,2,42,0,0,95,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN MARCOS+JOSE SABOGAL,1,10,204,20,1,11,5,10,2,6,4,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN MARCOS+PEDRO GALVEZ,1,33,700,1,1,11,22,268,2,6,20,4,12,2,2.1,2.04,1.93,2,2019,
CAJAMARCA+SAN MIGUEL+BOLIVAR,1,9,130,5,1,2,0,0,0,0,120,0,0,0,1.98,1.88,1.56,1.55,2019,1
CAJAMARCA+SAN MIGUEL+CALQUIS,1,7,312,5,1,10,0,0,0,0,6,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN MIGUEL+CATILLUC,1,7,304,15,1,12,2,24,0,0,78,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN MIGUEL+EL PRADO,1,7,284,40,1,5,2,29,0,0,90,0,0,0,1.98,1.88,1.56,1.55,2019,1
CAJAMARCA+SAN MIGUEL+LA FLORIDA,1,8,108,70,1,5,0,0,0,0,4,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN MIGUEL+LLAPA,1,7,288,54,1,22,0,0,0,0,130,0,10,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN MIGUEL+NANCHOC,1,11,228,10,0,0,0,0,0,0,150,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN MIGUEL+NIEPOS,2,16,407,110,1,3,1,18,0,0,19,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN MIGUEL+SAN GREGORIO,1,10,74,55,1,9,2,22,1,12,180,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN MIGUEL+SAN MIGUEL,1,24,315,105,1,10,6,118,0,0,140,0,15,2,2.33,2.2,1.7,1.7,2019,
CAJAMARCA+SAN MIGUEL+TONGOD,1,8,168,40,1,6,0,10,0,0,22,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN MIGUEL+UNION AGUA BLANCA,1,7,153,40,1,8,0,0,0,0,0,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SAN PABLO+SAN PABLO,1,15,147,46,1,2,2,30,1,15,4,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SANTA CRUZ+ANDABAMBA,1,6,421,8,1,12,0,0,0,0,15,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SANTA CRUZ+CATACHE,2,13,1278,65,1,10,0,0,0,0,38,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SANTA CRUZ+NINABAMBA,1,7,200,57,0,3,1,12,0,0,3,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SANTA CRUZ+PULAN,1,7,299,59,0,11,0,0,0,0,50,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SANTA CRUZ+SANTA CRUZ,1,7,164,59,0,10,7,124,0,0,90,0,9,1,2.38,2.19,2,2.06,2019,
CAJAMARCA+SANTA CRUZ+UTICYACU,1,10,144,53,1,5,0,0,0,0,60,0,0,0,1.98,1.88,1.56,1.55,2019,
CAJAMARCA+SANTA CRUZ+YAUYUCAN,1,7,992,41,0,4,0,0,1,12,8,0,0,0,1.98,1.88,1.56,1.55,2019,
CALLAO+CALLAO+BELLAVISTA,2,198,1500,47,2,12,143,1450,5,131,750,270,109,43,2.03,1.72,1.46,1.48,2019,
CALLAO+CALLAO+CALLAO,11,862,6252,265,11,100,307,3030,51,608,2218,388,246,55,1.92,1.62,1.49,1.54,2019,
CALLAO+CALLAO+CARMEN DE LA LEGUA REYNOSO,1,113,250,55,1,9,31,321,6,196,210,90,122,20,2.03,1.9,1.62,1.73,2019,
CALLAO+CALLAO+LA PERLA,1,102,539,49,1,12,21,210,7,400,9,3,119,15,1.92,1.69,1.45,1.49,2019,
CALLAO+CALLAO+LA PUNTA,1,38,683,43,1,10,4,11,0,0,20,4,94,31,2,2.46,1.38,1.54,2019,
CALLAO+CALLAO+MI PERU,1,119,1020,19,1,1,9,96,1,11,57,6,103,19,1.98,1.89,1.64,1.69,2019,
CALLAO+CALLAO+VENTANILLA,3,378,1846,44,3,27,80,535,10,233,1574,217,425,80,1.94,1.89,1.67,1.71,2019,
CUSCO+ACOMAYO+ACOMAYO,1,23,400,19,1,11,0,0,0,0,18,0,0,0,2.24,2.28,1.52,1.52,2019,
CUSCO+ACOMAYO+ACOPIA,1,11,170,10,1,11,3,30,0,0,150,0,3,3,1.98,1.88,1.56,1.55,2019,
CUSCO+ACOMAYO+MOSOC LLACTA,1,12,215,6,1,20,4,40,0,0,150,0,0,0,1.98,1.88,1.56,1.55,2019,
CUSCO+ACOMAYO+POMACANCHI,1,14,205,6,1,5,10,134,1,14,6,0,8,1,1.85,1.77,1.23,1.08,2019,
CUSCO+ACOMAYO+SANGARARA,1,11,216,15,1,6,1,10,0,0,130,0,0,0,1.93,1.64,1.36,1.36,2019,
CUSCO+ANTA+ANCAHUASI,1,15,110,90,1,9,8,85,0,0,150,0,12,3,1.98,1.88,1.56,1.55,2019,
CUSCO+ANTA+ANTA,1,40,80,10,1,11,11,170,1,11,19,0,8,3,1.92,1.83,1.25,1.5,2019,
CUSCO+ANTA+CACHIMAYO,1,13,126,13,1,5,5,50,0,0,5,0,0,0,1.98,1.88,1.56,1.55,2019,
CUSCO+ANTA+CHINCHAYPUJIO,1,12,500,10,0,3,2,20,0,0,77,0,6,0,1.98,1.88,1.56,1.55,2019,
